injector_w_id,producer_w_id,min_injection_hour,max_injection_hour,avg_injection_hour,stddev_injection_hour,min_injection_steam,max_injection_steam,avg_injection_steam,stddev_injection_steam,min_production_oil,max_production_oil,avg_production_oil,stddev_production_oil,min_sor,max_sor,avg_sor,stddev_sor
103,104,93,744,652.6,198.8791928,9258.3,14704,12037.23333,1963.322791,2666.3,4771.9,3405.616667,948.8194111,2.961761519,4.386905381,3.655054577,0.560487922
105,106,73,744,552.7,261.6758172,1674.5,6857.5,4369.22,1676.983262,408,2694.6,1328.98,916.7705197,1.707785942,9.222724031,4.590764647,2.52512006
107,108,110,743,661.1818182,184.7694878,3475.3,13871.7,10771.16667,3472.177486,773.9,4153.6,3277.966667,1183.151108,2.68649862,4.490631865,3.465801855,0.572573987
109,110,106,744,668.7272727,188.2227887,1909.3,11193,7800.433333,3977.748845,481.9,3667.5,2628.333333,1067.402657,1.038837293,4.099324622,3.088451925,1.05110303
111,112,107,744,601,214.124263,525.1,10427.6,5568.325,4786.311497,488.8,3616.4,2559.175,1221.970623,0.301736534,3.437708107,2.028857931,1.375391343
113,115,88,744,678.4824561,116.3909518,1474.3,38110.2,22400.69429,9836.978493,22.6,20030.2,5425.367619,2810.323717,0.253913852,540.8451327,11.14162557,52.86409899
116,117,51,744,669.5652174,136.4735999,137.5,43444.3,18094.03443,7915.436594,42.2,9664.9,5011.908197,2371.615394,1.427488758,51.14239424,5.417843073,7.099760147
118,120,38,744,668.0714286,139.0279455,1512.2,43747.9,26780.19592,8777.462757,11.3,20947.5,8012.339796,3216.410095,0.307485938,524.5752212,9.450679269,52.46795175
121,123,14,744,640.2135922,171.0779349,18.3,39031.3,23086.62766,10457.0232,1.1,10603,5544.097872,2595.873066,0.008473791,2786.454545,57.55264321,332.2926611
124,126,189,744,678.0333333,122.3116926,5737.6,38854.2,24100.05652,8034.96357,838.7,11806.4,6229.598261,2458.992412,1.036679261,28.73374539,4.89122446,4.00395026
127,129,47,744,679.2333333,123.9292786,7782.6,38387.6,25514.91842,6837.966482,1007,15033,8790.566667,2924.870488,0.966633022,13.76288996,3.242872386,1.639491682
130,132,144,744,686.7166667,128.6824757,3120.7,39198.4,23489.19009,9293.540207,226.9,11730.7,4873.411712,2631.596694,0.477102008,61.46848832,7.333573834,7.785450293
133,135,63,744,674.7586207,132.8981709,9693.5,39033.8,24906.34667,7763.03656,7.7,13713.7,6702.630476,2533.373703,1.085078627,1550.506494,19.54356831,150.2975044
136,138,3,744,627.4579439,182.5803664,10.3,37849,18385.88265,10390.53476,0.1,12127.3,3852.370408,2216.531623,0.003885831,4338.75,73.62642438,464.2225629
139,141,1,744,608.7083333,195.7237517,1147.2,46035.9,14118.27049,6981.581207,46.7,3151.9,1159.152459,717.1265327,3.522350806,92.93147752,17.01679798,14.15755731
142,143,209,744,683.6349206,115.3023097,2024.9,36351.1,15733.00323,6787.898572,29,5203.6,1907.716129,1066.64373,2.817585048,83.40344828,11.64370647,11.91968775
144,145,405,744,699.9479167,70.33998186,8505.2,38626.7,26466.28065,7381.912465,1535.8,14814.7,6905.694624,2487.789842,1.46611764,11.6941864,4.320552125,1.906432802
146,147,122,744,632.0434783,183.6480028,6003,21127.5,16855.27778,3480.882938,661.5,5825.4,3505.666667,1347.605933,2.877072819,22.08015615,6.28088309,4.629139622
148,149,30,744,696.4126984,115.0924782,60.4,20444.4,11111.27742,4117.260677,1.7,8968.7,3096.703226,1662.907122,0.973101642,35.52941176,5.540300587,5.893453052
150,300,20,744,617.2763158,178.6245671,1283.3,33482.9,15917.87576,9502.328437,0.8,6761.7,1778.672727,1748.165197,4.826388516,20622.125,774.93688,3528.70294
152,301,3,744,580.5681818,221.0061005,3.4,31177.8,11756.13077,9822.470012,2.3,7229.5,3618.141026,2013.446839,0.000479373,823,32.46399165,132.929518
154,155,226,744,707.7395833,66.54863592,9077.1,40286.2,28184.4914,6229.464156,1870.6,18410.9,8777.077419,2360.871265,1.589337144,6.264300225,3.341490927,0.833963663
156,157,140,744,686.8085106,100.0634505,350.7,38122.8,27217.5337,9026.353103,576.3,20041.9,10946.22826,4072.917823,0.029259624,36.74258117,3.690260346,5.195191884
158,159,387,744,699.0208333,69.52363917,8349.6,40385.3,28952.14409,7640.38546,596.1,14727,8359.752688,3137.852597,1.198821089,48.49538668,4.60699087,5.582912173
160,161,500,744,704.3854167,54.88272085,966.3,41947.4,28222.25761,8932.215411,402,19659.9,10945.23152,4271.206717,0.098118457,74.8460199,4.36050879,8.515931023
162,163,26,744,653.6521739,165.7145324,85.2,50336.4,25920.16813,13021.25966,17,19494.5,8796.817582,4598.599304,0.00926651,749.7941176,22.75774907,101.9780822
